OrderID,Date,Region,Product,Quantity,UnitPrice,Revenue
2513,2023-05-26,West,Widget C,6,100.37,602.22
2514,2023-05-26,North,Widget A,3,10.32,30.96
2515,2023-05-26,North,Gadget X,7,46.89,328.23
2516,2023-05-27,East,Widget A,9,11.02,99.18
2517,2023-05-27,South,Widget B,7,18.25,127.75
2518,2023-05-27,North,Widget B,2,17.74,35.48
2519,2023-05-27,North,Widget B,3,19.73,59.19
2520,2023-05-27,East,Widget B,10,19.87,198.7
2521,2023-05-27,East,Widget A,3,11.29,33.87
2522,2023-05-28,North,Widget B,8,20.64,165.12
2523,2023-05-28,North,Widget A,7,10.88,76.16
2524,2023-05-28,North,Widget A,1,11.14,11.14
2525,2023-05-29,West,Gadget X,2,44.74,89.48
2526,2023-05-29,North,Gadget Y,9,61.48,553.32
2527,2023-05-29,North,Widget A,8,10.58,84.64
2528,2023-05-29,East,Widget B,6,18.29,109.74
2529,2023-05-29,South,Widget B,3,20.49,61.47
2530,2023-05-29,North,Gadget X,5,53.64,268.2
2531,2023-05-30,East,Widget B,7,19.29,135.03
2532,2023-05-30,West,Widget A,4,10.01,40.04
2533,2023-05-30,South,Widget C,10,82.54,825.4
2534,2023-05-30,South,Gadget X,8,48.23,385.84
2535,2023-05-30,East,Gadget Y,1,56.99,56.99
2536,2023-05-30,West,Widget A,10,10.01,100.1
2537,2023-05-31,South,Gadget X,8,51.33,410.64
2538,2023-05-31,North,Gadget X,2,42.82,85.64
2539,2023-06-01,East,Widget B,8,16.45,131.6
2540,2023-06-01,East,Widget B,10,18.67,186.7
2541,2023-06-02,West,Widget B,4,18.68,74.72
2542,2023-06-02,North,Widget B,1,19.54,19.54
2543,2023-06-03,West,Gadget Y,7,66.98,468.86
2544,2023-06-03,West,Widget B,9,20.63,185.67
2545,2023-06-03,West,Gadget Y,3,66.82,200.46
2546,2023-06-04,East,Widget A,6,9.15,54.9
2547,2023-06-04,West,Widget A,10,10.78,107.8
2548,2023-06-04,East,Widget C,6,87.18,523.08
2549,2023-06-05,East,Widget C,10,96.47,964.7
2550,2023-06-05,East,Widget A,1,11.03,11.03
2551,2023-06-05,West,Widget C,9,80.61,725.49
2552,2023-06-05,North,Widget C,10,86.34,863.4
2553,2023-06-05,South,Widget B,7,19.68,137.76
2554,2023-06-06,East,Gadget Y,5,55.62,278.1
2555,2023-06-06,North,Widget A,7,9.13,63.91
2556,2023-06-06,North,Widget C,3,99.96,299.88
2557,2023-06-06,North,Widget B,7,16.56,115.92
2558,2023-06-07,North,Widget C,7,93.39,653.73
2559,2023-06-07,North,Gadget X,10,44.3,443.0
2560,2023-06-07,North,Widget B,10,20.7,207.0
2561,2023-06-07,West,Widget A,4,11.12,44.48
2562,2023-06-07,North,Gadget Y,2,54.06,108.12
2563,2023-06-07,North,Widget B,4,17.06,68.24
2564,2023-06-08,East,Gadget X,10,49.92,499.2
2565,2023-06-09,East,Widget C,2,101.97,203.94
2566,2023-06-09,East,Widget B,1,17.42,17.42
2567,2023-06-10,East,Widget A,6,9.61,57.66
2568,2023-06-10,South,Widget B,1,17.54,17.54
2569,2023-06-10,North,Widget A,2,10.47,20.94
2570,2023-06-10,East,Gadget X,6,49.19,295.14
2571,2023-06-11,West,Widget A,6,9.21,55.26
2572,2023-06-11,West,Widget C,5,97.73,488.65
2573,2023-06-11,West,Widget C,1,94.44,94.44
2574,2023-06-11,South,Widget B,7,17.07,119.49
2575,2023-06-12,North,Widget A,6,11.17,67.02
2576,2023-06-12,East,Widget A,3,10.46,31.38
2577,2023-06-12,West,Widget C,6,90.17,541.02
2578,2023-06-12,North,Widget A,7,9.74,68.18
2579,2023-06-12,North,Widget A,1,9.81,9.81
2580,2023-06-13,East,Widget A,8,10.58,84.64
2581,2023-06-13,East,Gadget X,5,45.8,229.0
2582,2023-06-13,West,Widget B,10,18.24,182.4
2583,2023-06-14,South,Gadget Y,10,62.03,620.3
2584,2023-06-14,North,Widget B,5,19.0,95.0
2585,2023-06-14,North,Widget B,6,21.43,128.58
2586,2023-06-15,West,Widget A,5,11.95,59.75
2587,2023-06-15,West,Widget A,1,9.28,9.28
2588,2023-06-15,North,Widget B,5,18.98,94.9
2589,2023-06-15,North,Widget B,5,18.91,94.55
2590,2023-06-15,South,Widget A,2,10.89,21.78
2591,2023-06-15,South,Widget B,5,16.47,82.35
2592,2023-06-16,South,Widget C,5,97.78,488.9
2593,2023-06-16,North,Gadget X,3,49.39,148.17
2594,2023-06-16,North,Gadget Y,1,64.49,64.49
2595,2023-06-16,East,Widget B,9,19.61,176.49
2596,2023-06-16,East,Widget A,4,10.24,40.96
2597,2023-06-16,East,Widget A,5,9.4,47.0
2598,2023-06-17,South,Widget B,5,16.66,83.3
2599,2023-06-17,South,Widget B,10,16.82,168.2
2600,2023-06-17,East,Widget A,5,11.92,59.6
2601,2023-06-17,South,Widget A,10,10.29,102.9
2602,2023-06-17,West,Widget A,2,9.8,19.6
2603,2023-06-17,North,Widget B,2,20.23,40.46
2604,2023-06-18,North,Widget B,9,19.65,176.85
2605,2023-06-18,South,Widget C,9,89.05,801.45
2606,2023-06-18,South,Widget A,1,11.83,11.83
2607,2023-06-18,South,Widget A,5,10.37,51.85
2608,2023-06-19,South,Widget A,4,9.04,36.16
2609,2023-06-19,North,Widget B,9,16.21,145.89
2610,2023-06-19,East,Widget C,2,99.01,198.02
2611,2023-06-19,East,Widget B,7,20.5,143.5
2612,2023-06-19,West,Widget A,3,11.29,33.87
2613,2023-06-19,West,Widget A,4,9.93,39.72
2614,2023-06-20,East,Widget A,8,11.41,91.28
2615,2023-06-20,North,Gadget Y,8,55.27,442.16
2616,2023-06-20,West,Gadget X,8,45.69,365.52
2617,2023-06-20,South,Widget C,3,94.41,283.23
2618,2023-06-20,North,Widget A,4,10.09,40.36
2619,2023-06-21,East,Widget B,8,18.05,144.4
2620,2023-06-21,North,Widget A,10,10.11,101.1
2621,2023-06-21,South,Widget B,2,16.34,32.68
2622,2023-06-21,East,Widget A,6,10.64,63.84
2623,2023-06-21,South,Gadget X,8,45.34,362.72
2624,2023-06-22,North,Gadget X,6,48.21,289.26
2625,2023-06-22,East,Widget A,2,9.52,19.04
2626,2023-06-22,South,Widget A,5,9.95,49.75
2627,2023-06-22,North,Gadget X,2,42.34,84.68
2628,2023-06-23,North,Widget B,7,16.94,118.58
2629,2023-06-23,East,Widget A,1,9.01,9.01
2630,2023-06-23,North,Widget A,4,9.37,37.48
2631,2023-06-24,North,Widget B,4,18.94,75.76
2632,2023-06-24,East,Widget C,7,80.42,562.94
2633,2023-06-24,South,Widget B,4,19.44,77.76
2634,2023-06-24,East,Widget B,2,19.37,38.74
2635,2023-06-24,West,Gadget X,8,52.56,420.48
2636,2023-06-24,West,Widget B,2,21.47,42.94
2637,2023-06-25,South,Widget C,7,81.02,567.14
2638,2023-06-25,North,Widget A,7,11.53,80.71
2639,2023-06-25,South,Widget A,6,9.77,58.62
2640,2023-06-25,North,Widget B,2,19.89,39.78
2641,2023-06-25,West,Gadget X,7,46.92,328.44
2642,2023-06-26,East,Widget A,8,11.69,93.52
2643,2023-06-26,North,Widget A,7,10.67,74.69
2644,2023-06-26,South,Widget B,1,16.65,16.65
2645,2023-06-26,South,Widget B,5,20.25,101.25
2646,2023-06-26,North,Widget A,1,11.24,11.24
2647,2023-06-26,South,Widget A,2,10.09,20.18
2648,2023-06-27,West,Widget B,4,16.97,67.88
2649,2023-06-27,West,Widget A,6,10.08,60.48
2650,2023-06-28,North,Widget B,2,18.97,37.94
2651,2023-06-28,West,Widget B,1,16.91,16.91
2652,2023-06-29,North,Widget A,8,11.84,94.72
2653,2023-06-29,West,Widget A,9,10.89,98.01
2654,2023-06-29,East,Gadget X,9,47.53,427.77
2655,2023-06-30,West,Gadget X,2,50.4,100.8
2656,2023-06-30,West,Widget C,1,80.86,80.86
2657,2023-06-30,South,Gadget X,4,49.67,198.68
2658,2023-06-30,East,Widget A,5,10.62,53.1
2659,2023-06-30,South,Widget A,5,10.31,51.55
2660,2023-06-30,North,Widget C,4,98.1,392.4
2661,2023-07-01,South,Gadget X,10,49.58,495.8
2662,2023-07-02,West,Gadget Y,5,57.36,286.8
2663,2023-07-02,North,Widget C,8,94.67,757.36
2664,2023-07-02,East,Widget A,8,9.73,77.84
2665,2023-07-02,South,Widget A,8,11.19,89.52
2666,2023-07-03,South,Widget C,4,95.8,383.2
2667,2023-07-04,South,Widget B,7,21.45,150.15
2668,2023-07-04,South,Widget A,2,11.29,22.58
2669,2023-07-04,East,Widget A,5,9.37,46.85
2670,2023-07-04,South,Widget A,10,10.62,106.2
2671,2023-07-05,South,Widget A,8,10.39,83.12
2672,2023-07-05,South,Widget B,6,20.8,124.8
2673,2023-07-06,West,Widget A,10,11.37,113.7
2674,2023-07-06,South,Widget A,7,9.95,69.65
2675,2023-07-06,South,Widget A,1,9.2,9.2
2676,2023-07-06,North,Widget B,2,18.92,37.84
2677,2023-07-06,South,Widget B,2,16.78,33.56
2678,2023-07-06,West,Gadget X,3,46.61,139.83
2679,2023-07-07,North,Widget B,7,18.85,131.95
2680,2023-07-07,East,Widget A,10,9.08,90.8
2681,2023-07-07,South,Widget B,4,18.62,74.48
2682,2023-07-07,South,Gadget Y,5,58.4,292.0
2683,2023-07-08,North,Widget A,6,9.43,56.58
2684,2023-07-08,East,Widget A,10,9.89,98.9
2685,2023-07-08,North,Widget A,5,9.88,49.4
2686,2023-07-08,West,Gadget X,2,49.91,99.82
2687,2023-07-09,South,Widget B,5,20.24,101.2
2688,2023-07-09,East,Widget C,2,81.23,162.46
2689,2023-07-10,North,Widget C,2,89.39,178.78
2690,2023-07-10,East,Gadget Y,10,61.77,617.7
2691,2023-07-10,North,Gadget X,9,49.4,444.6
2692,2023-07-11,East,Widget C,7,82.72,579.04
2693,2023-07-12,North,Gadget X,3,50.49,151.47
2694,2023-07-12,North,Widget B,2,16.79,33.58
2695,2023-07-12,North,Gadget Y,5,59.61,298.05
2696,2023-07-12,West,Widget B,8,18.73,149.84
2697,2023-07-12,West,Widget C,1,88.07,88.07
2698,2023-07-13,South,Widget A,5,10.93,54.65
2699,2023-07-13,South,Widget A,8,11.59,92.72
2700,2023-07-13,South,Widget A,3,10.07,30.21
2701,2023-07-13,East,Widget B,7,19.2,134.4
2702,2023-07-13,East,Widget C,2,87.54,175.08
2703,2023-07-13,East,Widget C,7,94.07,658.49
2704,2023-07-14,South,Widget C,6,92.57,555.42
2705,2023-07-15,West,Widget C,3,82.99,248.97
2706,2023-07-15,East,Widget A,9,9.73,87.57
2707,2023-07-15,South,Gadget X,8,44.16,353.28
2708,2023-07-15,East,Widget A,10,9.12,91.2
2709,2023-07-16,East,Gadget X,5,49.88,249.4
2710,2023-07-16,East,Widget A,4,11.0,44.0
2711,2023-07-17,West,Widget B,7,17.91,125.37
2712,2023-07-17,South,Widget A,5,10.6,53.0
2713,2023-07-17,South,Widget A,4,11.85,47.4
2714,2023-07-18,West,Widget B,10,19.78,197.8
2715,2023-07-18,North,Widget C,3,77.47,232.41
2716,2023-07-18,West,Widget B,2,21.49,42.98
2717,2023-07-18,East,Widget C,2,87.07,174.14
2718,2023-07-18,South,Widget C,3,84.42,253.26
2719,2023-07-19,North,Widget B,7,17.52,122.64
2720,2023-07-19,North,Gadget X,5,41.92,209.6
2721,2023-07-19,South,Widget C,1,83.09,83.09
2722,2023-07-19,West,Widget A,8,11.21,89.68
2723,2023-07-19,North,Widget C,6,85.28,511.68
2724,2023-07-19,South,Widget C,6,89.74,538.44
2725,2023-07-20,East,Widget B,7,20.55,143.85
2726,2023-07-20,South,Widget A,1,11.63,11.63
2727,2023-07-20,East,Gadget Y,4,69.3,277.2
2728,2023-07-20,West,Widget A,1,10.02,10.02
2729,2023-07-20,North,Widget A,7,10.17,71.19
2730,2023-07-20,North,Gadget X,2,51.38,102.76
2731,2023-07-21,North,Widget A,2,11.58,23.16
2732,2023-07-21,South,Gadget X,9,42.6,383.4
2733,2023-07-21,West,Widget C,6,76.76,460.56
2734,2023-07-21,East,Widget B,2,18.38,36.76
2735,2023-07-22,West,Widget A,10,11.42,114.2
2736,2023-07-22,North,Gadget X,7,43.73,306.11
2737,2023-07-22,East,Widget A,7,11.41,79.87
2738,2023-07-23,North,Widget A,1,11.5,11.5
2739,2023-07-23,North,Widget A,6,9.31,55.86
2740,2023-07-23,East,Widget B,8,17.33,138.64
2741,2023-07-23,East,Widget A,2,11.7,23.4
2742,2023-07-23,South,Widget B,5,16.84,84.2
2743,2023-07-24,North,Widget C,10,80.51,805.1
2744,2023-07-24,East,Widget A,1,11.78,11.78
2745,2023-07-25,East,Gadget X,3,46.61,139.83
2746,2023-07-25,East,Widget A,9,10.18,91.62
2747,2023-07-26,South,Widget A,2,9.12,18.24
2748,2023-07-26,East,Widget C,7,92.95,650.65
2749,2023-07-27,East,Widget A,6,11.09,66.54
2750,2023-07-27,West,Widget C,4,96.34,385.36
2751,2023-07-27,East,Gadget X,1,40.94,40.94
2752,2023-07-27,West,Widget B,2,20.72,41.44
2753,2023-07-27,West,Widget B,5,21.21,106.05
2754,2023-07-27,North,Widget A,4,9.97,39.88
2755,2023-07-28,North,Gadget X,9,51.51,463.59
2756,2023-07-28,East,Widget C,7,95.65,669.55
2757,2023-07-28,West,Widget B,6,18.77,112.62
2758,2023-07-28,West,Gadget Y,10,55.44,554.4
2759,2023-07-28,South,Gadget Y,7,54.25,379.75
2760,2023-07-29,East,Widget A,4,9.93,39.72
2761,2023-07-29,South,Widget A,5,9.3,46.5
2762,2023-07-29,East,Widget B,2,16.86,33.72
2763,2023-07-29,West,Widget C,5,90.9,454.5
2764,2023-07-29,South,Widget C,1,99.69,99.69
2765,2023-07-30,West,Widget A,8,11.84,94.72
2766,2023-07-30,North,Gadget X,5,42.57,212.85
2767,2023-07-30,West,Widget A,4,9.8,39.2
2768,2023-07-30,West,Widget B,1,19.42,19.42
2769,2023-07-31,West,Widget C,10,98.99,989.9
2770,2023-07-31,East,Widget A,9,9.24,83.16
2771,2023-07-31,East,Widget C,4,101.16,404.64
2772,2023-07-31,East,Widget A,10,11.75,117.5
2773,2023-08-01,North,Gadget Y,3,69.91,209.73
2774,2023-08-01,North,Widget B,5,17.85,89.25
2775,2023-08-01,West,Widget B,1,17.42,17.42
2776,2023-08-02,West,Widget C,5,91.12,455.6
2777,2023-08-02,North,Widget B,9,17.87,160.83
2778,2023-08-02,South,Widget A,7,10.38,72.66
2779,2023-08-02,South,Widget B,10,18.61,186.1
2780,2023-08-02,West,Widget C,4,101.72,406.88
2781,2023-08-02,East,Widget B,6,19.81,118.86
2782,2023-08-03,West,Widget B,6,17.74,106.44
2783,2023-08-03,East,Gadget Y,1,69.13,69.13
2784,2023-08-04,East,Widget A,7,10.83,75.81
2785,2023-08-04,East,Widget A,7,9.79,68.53
2786,2023-08-04,West,Widget C,8,89.62,716.96
2787,2023-08-05,West,Gadget X,1,50.84,50.84
2788,2023-08-05,West,Widget B,10,16.82,168.2
2789,2023-08-05,South,Widget B,6,21.58,129.48
2790,2023-08-05,East,Widget C,2,78.2,156.4
2791,2023-08-05,North,Gadget X,6,50.01,300.06
2792,2023-08-06,East,Widget A,9,9.71,87.39
2793,2023-08-06,North,Widget B,10,18.97,189.7
2794,2023-08-06,North,Widget A,7,11.4,79.8
2795,2023-08-06,West,Widget B,7,17.95,125.65
2796,2023-08-06,North,Widget B,3,21.12,63.36
2797,2023-08-07,South,Widget C,4,96.52,386.08
2798,2023-08-07,North,Widget B,6,18.58,111.48
2799,2023-08-07,North,Widget B,9,21.26,191.34
2800,2023-08-07,East,Gadget Y,4,59.81,239.24
2801,2023-08-08,South,Widget C,9,88.0,792.0
2802,2023-08-08,North,Widget A,10,10.08,100.8
2803,2023-08-08,West,Widget B,2,19.9,39.8
2804,2023-08-08,West,Widget B,4,21.07,84.28
2805,2023-08-08,West,Widget A,3,10.49,31.47
2806,2023-08-09,East,Widget C,3,90.17,270.51
2807,2023-08-09,North,Widget C,6,85.66,513.96
2808,2023-08-09,East,Widget A,8,11.79,94.32
2809,2023-08-09,West,Widget A,1,9.49,9.49
2810,2023-08-09,North,Widget A,6,9.41,56.46
2811,2023-08-10,East,Widget A,7,10.97,76.79
2812,2023-08-10,East,Widget A,9,10.74,96.66
2813,2023-08-10,East,Gadget X,1,51.01,51.01
2814,2023-08-10,North,Widget A,5,9.25,46.25
2815,2023-08-11,West,Widget B,8,18.38,147.04
2816,2023-08-11,South,Gadget X,6,42.54,255.24
2817,2023-08-11,North,Widget B,9,18.65,167.85
2818,2023-08-12,West,Widget B,3,18.35,55.05
2819,2023-08-12,South,Widget C,10,91.5,915.0
2820,2023-08-12,South,Widget B,1,18.8,18.8
2821,2023-08-12,North,Widget B,3,17.06,51.18
2822,2023-08-12,North,Widget B,1,17.49,17.49
2823,2023-08-13,West,Widget A,10,11.75,117.5
2824,2023-08-13,East,Widget A,7,9.6,67.2
2825,2023-08-14,East,Widget B,6,16.43,98.58
2826,2023-08-14,East,Widget A,10,10.0,100.0
2827,2023-08-14,West,Widget B,7,18.68,130.76
2828,2023-08-14,North,Gadget Y,9,55.24,497.16
2829,2023-08-15,North,Widget C,6,85.08,510.48
2830,2023-08-15,East,Widget B,4,21.13,84.52
2831,2023-08-15,South,Widget B,1,16.22,16.22
2832,2023-08-16,West,Widget B,9,20.86,187.74
2833,2023-08-16,East,Widget C,9,82.41,741.69
2834,2023-08-17,South,Widget A,7,9.17,64.19
2835,2023-08-17,South,Widget B,7,21.59,151.13
2836,2023-08-17,North,Widget C,1,100.98,100.98
2837,2023-08-17,South,Widget B,8,18.51,148.08
2838,2023-08-17,West,Widget C,4,78.93,315.72
2839,2023-08-17,East,Widget C,2,80.4,160.8
2840,2023-08-18,South,Gadget X,4,49.71,198.84
2841,2023-08-18,North,Widget B,8,19.15,153.2
2842,2023-08-18,East,Widget C,8,79.4,635.2
2843,2023-08-18,North,Widget A,8,10.61,84.88
2844,2023-08-18,West,Widget A,10,10.37,103.7
2845,2023-08-18,North,Widget A,4,11.42,45.68
2846,2023-08-19,South,Widget A,2,10.49,20.98
2847,2023-08-19,West,Widget B,9,17.97,161.73
2848,2023-08-19,East,Widget A,5,10.4,52.0
2849,2023-08-19,South,Widget A,1,9.15,9.15
2850,2023-08-19,North,Widget A,4,11.3,45.2
2851,2023-08-20,East,Widget C,5,81.23,406.15
2852,2023-08-20,East,Widget A,4,11.96,47.84
2853,2023-08-20,North,Widget B,9,16.4,147.6
2854,2023-08-20,West,Widget A,8,10.68,85.44
2855,2023-08-20,West,Widget A,3,11.16,33.48
2856,2023-08-21,North,Widget A,7,11.37,79.59
2857,2023-08-22,North,Widget C,3,94.96,284.88
2858,2023-08-22,East,Gadget X,5,43.48,217.4
2859,2023-08-22,East,Gadget X,10,43.72,437.2
2860,2023-08-22,North,Widget C,10,76.99,769.9
2861,2023-08-23,West,Gadget X,2,43.3,86.6
2862,2023-08-23,South,Widget A,10,9.22,92.2
2863,2023-08-23,North,Widget B,7,17.25,120.75
2864,2023-08-23,North,Gadget Y,7,71.89,503.23
2865,2023-08-24,North,Widget A,7,11.39,79.73
2866,2023-08-24,North,Widget B,2,18.61,37.22
2867,2023-08-24,South,Widget B,8,16.25,130.0
2868,2023-08-24,West,Widget A,9,9.0,81.0
2869,2023-08-25,South,Widget A,2,10.82,21.64
2870,2023-08-25,East,Widget B,4,19.91,79.64
2871,2023-08-25,West,Widget A,2,10.96,21.92
2872,2023-08-25,East,Widget B,5,16.65,83.25
2873,2023-08-26,West,Widget B,6,21.52,129.12
2874,2023-08-26,East,Widget A,7,9.59,67.13
2875,2023-08-26,East,Gadget Y,9,59.17,532.53
2876,2023-08-26,West,Widget B,2,20.82,41.64
2877,2023-08-27,East,Widget A,1,11.98,11.98
2878,2023-08-27,East,Widget B,6,17.24,103.44
2879,2023-08-27,West,Widget A,9,11.46,103.14
2880,2023-08-27,East,Widget B,7,17.72,124.04
2881,2023-08-28,South,Widget A,10,10.59,105.9
2882,2023-08-28,North,Widget B,2,16.85,33.7
2883,2023-08-29,South,Widget B,6,20.63,123.78
2884,2023-08-30,South,Widget B,10,19.01,190.1
2885,2023-08-31,West,Widget A,2,11.06,22.12
2886,2023-08-31,South,Widget C,7,100.01,700.07
2887,2023-08-31,West,Widget A,1,9.68,9.68
2888,2023-08-31,West,Gadget X,4,41.54,166.16
2889,2023-09-01,West,Gadget X,6,46.04,276.24
2890,2023-09-02,South,Gadget X,7,52.33,366.31
2891,2023-09-02,North,Widget C,7,79.58,557.06
2892,2023-09-02,East,Widget A,10,10.8,108.0
2893,2023-09-02,South,Widget A,7,9.57,66.99
2894,2023-09-03,East,Widget A,9,11.05,99.45
2895,2023-09-03,East,Gadget X,2,44.66,89.32
2896,2023-09-03,West,Widget A,5,11.8,59.0
2897,2023-09-03,North,Widget A,3,11.48,34.44
2898,2023-09-04,North,Widget A,2,11.68,23.36
2899,2023-09-04,South,Widget A,5,11.56,57.8
2900,2023-09-04,North,Widget C,5,91.33,456.65
2901,2023-09-04,West,Widget B,9,17.39,156.51
2902,2023-09-04,South,Widget B,9,17.88,160.92
2903,2023-09-04,North,Widget C,5,91.19,455.95
2904,2023-09-05,West,Widget B,3,18.91,56.73
2905,2023-09-05,East,Widget A,6,9.59,57.54
2906,2023-09-06,South,Widget A,3,11.66,34.98
2907,2023-09-06,South,Gadget X,3,51.93,155.79
2908,2023-09-06,East,Gadget X,5,40.87,204.35
2909,2023-09-06,South,Widget A,9,9.67,87.03
2910,2023-09-06,West,Widget A,10,11.97,119.7
2911,2023-09-07,East,Widget A,9,9.35,84.15
2912,2023-09-07,North,Widget C,6,91.72,550.32
2913,2023-09-07,South,Widget A,5,9.91,49.55
2914,2023-09-07,North,Widget B,1,19.17,19.17
2915,2023-09-07,West,Gadget X,9,50.03,450.27
2916,2023-09-07,North,Widget A,1,10.24,10.24
2917,2023-09-08,North,Widget B,4,21.39,85.56
2918,2023-09-08,North,Gadget X,9,46.32,416.88
2919,2023-09-08,East,Widget B,3,19.27,57.81
2920,2023-09-08,East,Widget A,3,10.14,30.42
2921,2023-09-08,West,Widget C,8,83.88,671.04
2922,2023-09-08,South,Widget A,4,9.18,36.72
2923,2023-09-09,East,Widget B,5,20.43,102.15
2924,2023-09-10,South,Widget A,6,10.75,64.5
2925,2023-09-10,East,Widget A,10,11.86,118.6
2926,2023-09-10,South,Widget B,6,17.82,106.92
2927,2023-09-10,East,Widget B,10,19.17,191.7
2928,2023-09-10,North,Widget B,9,17.17,154.53
2929,2023-09-10,East,Widget A,6,11.87,71.22
2930,2023-09-11,West,Gadget Y,7,62.62,438.34
2931,2023-09-11,South,Widget B,4,18.63,74.52
2932,2023-09-11,North,Widget A,10,10.94,109.4
2933,2023-09-11,West,Widget A,6,9.41,56.46
2934,2023-09-12,North,Widget A,9,10.04,90.36
2935,2023-09-12,North,Widget C,10,98.22,982.2
2936,2023-09-12,West,Widget A,5,10.26,51.3
2937,2023-09-12,East,Widget A,7,11.72,82.04
2938,2023-09-12,South,Gadget X,9,45.47,409.23
2939,2023-09-13,West,Widget A,10,9.53,95.3
2940,2023-09-14,South,Widget B,6,18.95,113.7
2941,2023-09-14,North,Widget B,9,19.11,171.99
2942,2023-09-15,East,Widget B,9,21.37,192.33
2943,2023-09-15,South,Widget C,8,77.23,617.84
2944,2023-09-15,East,Widget A,4,9.33,37.32
2945,2023-09-15,South,Widget C,7,84.71,592.97
2946,2023-09-15,West,Gadget X,1,50.82,50.82
2947,2023-09-15,East,Widget A,9,10.22,91.98
2948,2023-09-16,South,Widget B,7,19.29,135.03
2949,2023-09-16,North,Widget A,3,11.33,33.99
2950,2023-09-16,East,Gadget Y,7,64.92,454.44
2951,2023-09-16,North,Gadget X,8,53.03,424.24
2952,2023-09-16,East,Widget A,2,9.14,18.28
2953,2023-09-16,East,Gadget Y,3,70.38,211.14
2954,2023-09-17,East,Gadget X,6,46.51,279.06
2955,2023-09-17,South,Widget A,10,9.28,92.8
2956,2023-09-17,East,Widget A,8,10.86,86.88
2957,2023-09-17,North,Widget B,10,18.15,181.5
2958,2023-09-18,South,Widget A,4,11.09,44.36
2959,2023-09-18,West,Widget A,4,10.55,42.2
2960,2023-09-19,West,Widget A,4,9.82,39.28
2961,2023-09-19,South,Widget B,8,17.77,142.16
2962,2023-09-19,West,Widget B,10,19.44,194.4
2963,2023-09-20,North,Widget B,2,16.87,33.74
2964,2023-09-20,East,Gadget Y,3,54.09,162.27
2965,2023-09-20,West,Widget B,2,16.74,33.48
2966,2023-09-20,North,Widget A,2,9.3,18.6
2967,2023-09-21,West,Widget C,2,80.1,160.2
2968,2023-09-22,North,Widget A,6,10.84,65.04
2969,2023-09-23,West,Widget B,2,20.42,40.84
2970,2023-09-24,North,Widget A,6,10.28,61.68
2971,2023-09-24,North,Widget A,3,11.04,33.12
2972,2023-09-24,North,Widget A,10,10.97,109.7
2973,2023-09-24,South,Widget A,9,9.68,87.12
2974,2023-09-24,North,Widget A,3,10.89,32.67
2975,2023-09-25,East,Widget B,8,19.14,153.12
2976,2023-09-25,South,Widget C,6,94.78,568.68
2977,2023-09-25,West,Widget B,10,17.44,174.4
2978,2023-09-25,South,Widget C,7,82.73,579.11
2979,2023-09-25,West,Widget A,4,9.19,36.76
2980,2023-09-25,South,Widget A,1,11.08,11.08
2981,2023-09-26,West,Widget A,4,11.13,44.52
2982,2023-09-26,North,Widget B,2,20.89,41.78
2983,2023-09-26,North,Widget A,7,11.24,78.68
2984,2023-09-26,South,Widget A,3,11.15,33.45
2985,2023-09-26,East,Gadget X,9,53.95,485.55
2986,2023-09-26,West,Widget C,1,99.25,99.25
2987,2023-09-27,East,Widget B,1,20.4,20.4
2988,2023-09-27,South,Widget C,6,79.4,476.4
2989,2023-09-27,West,Widget A,8,9.47,75.76
2990,2023-09-27,North,Widget A,1,10.33,10.33
2991,2023-09-28,North,Widget B,1,19.5,19.5
2992,2023-09-28,North,Gadget Y,8,60.07,480.56
2993,2023-09-28,North,Gadget Y,8,70.51,564.08
2994,2023-09-28,West,Widget A,4,9.92,39.68
2995,2023-09-28,South,Widget A,7,9.81,68.67
2996,2023-09-28,South,Widget A,5,9.4,47.0
2997,2023-09-29,East,Gadget Y,6,57.09,342.54
2998,2023-09-30,North,Widget C,8,85.26,682.08
2999,2023-10-01,North,Widget B,8,19.35,154.8
3000,2023-10-01,West,Widget B,1,17.33,17.33
3001,2023-10-01,West,Gadget Y,8,66.8,534.4
3002,2023-10-02,North,Widget B,1,20.49,20.49
3003,2023-10-02,East,Widget B,4,20.44,81.76
3004,2023-10-03,West,Widget C,7,85.52,598.64
3005,2023-10-03,West,Widget A,4,10.85,43.4
3006,2023-10-03,North,Widget C,2,86.35,172.7
3007,2023-10-03,West,Gadget X,3,43.56,130.68
3008,2023-10-04,South,Widget A,5,11.27,56.35
3009,2023-10-04,East,Widget A,4,9.04,36.16
3010,2023-10-05,South,Widget A,2,11.14,22.28
3011,2023-10-05,West,Widget B,3,18.63,55.89
3012,2023-10-05,South,Gadget X,1,47.51,47.51
3013,2023-10-05,East,Widget A,7,11.83,82.81
3014,2023-10-06,South,Widget C,3,79.13,237.39
3015,2023-10-06,South,Widget A,8,11.79,94.32
3016,2023-10-06,North,Widget A,3,11.0,33.0
3017,2023-10-06,South,Widget A,10,9.63,96.3
3018,2023-10-06,West,Widget A,4,11.02,44.08
3019,2023-10-06,East,Widget A,5,10.71,53.55
3020,2023-10-07,East,Widget A,2,9.76,19.52
3021,2023-10-07,West,Widget B,5,21.47,107.35
3022,2023-10-07,North,Widget A,10,11.55,115.5
3023,2023-10-07,South,Widget A,10,11.42,114.2
3024,2023-10-07,East,Gadget X,1,42.26,42.26
